,Year,week,ILI_weeks,a_influenza,acute_bronchitis,body_temperature,braun_thermoscan,break_a_fever,bronchitis,chest_cold,cold_and_flu,cold_or_flu,cold_versus_flu,cold_vs_flu,contagious_flu,cough_fever,cure_flu,cure_the_flu,dangerous_fever,do_i_have_the_flu,ear_thermometer,early_flu_symptoms,expectorant,exposed_to_flu,fever_cough,fever_flu,fever_reducer,fight_the_flu,flu_and_cold,flu_and_fever,flu_care,flu_children,flu_complications,flu_contagious_period,flu_contagious,flu_cough,flu_duration,flu_fever,flu_germs,flu_headache,flu_how_long,flu_in_children,flu_incubation_period,flu_incubation,flu_lasts,flu_length,flu_medicine,flu_or_cold,flu_recovery,flu_relief,flu_remedies,flu_remedy,flu_report,flu_reports,flu_symptoms,flu_test,flu_treatment,flu_treatments,flu_versus_cold,flu_vs_cold,get_over_the_flu,get_rid_of_the_flu,having_the_flu,high_fever,how_long_contagious,how_long_does_flu_last,how_long_does_the_flu_last,how_long_flu,how_long_is_flu_contagious,how_long_is_the_flu_contagious,how_long_is_the_flu,how_to_get_rid_of_the_flu,how_to_treat_flu,how_to_treat_the_flu,human_temperature,i_have_the_flu,incubation_period_for_flu,incubation_period_for_the_flu,influenza_a_and_b,influenza_a,influenza_contagious,influenza_incubation_period,influenza_incubation,influenza_symptoms,influenza_treatment,influenza_type_a,is_flu_contagious,low_body,medicine_for_flu,medicine_for_the_flu,normal_body_temperature,normal_body,oscillococcinum,over_the_counter_flu_medicine,over_the_counter_flu,painful_cough,pneumonia,rapid_flu,reduce_a_fever,reduce_fever,remedies_for_flu,remedies_for_the_flu,respiratory_flu,robitussin,signs_of_flu,signs_of_the_flu,sinus_infections,sinus,strep_throat,strep,symptoms_of_bronchitis,symptoms_of_flu,symptoms_of_influenza,symptoms_of_pneumonia,symptoms_of_the_flu,taking_temperature,tessalon,the_flu_virus,the_flu,thermoscan,treat_flu,treat_the_flu,treating_flu,treating_the_flu,treatment_for_flu,treatment_for_the_flu,tussin,tussionex,type_a_influenza,upper_respiratory,walking_pneumonia,what_to_do_if_you_have_the_flu,Flu_Visit_Count,ILI_Visit_Count,Unspecified,CDC_Unweighted_ILI,ILI_lagwk1,ILI_lagwk2,ILI_lagwk3,ILI_lagwk4
474,2013,8,WK_8,16,70,71,35,40,60,49,41,31,20,24,17,50,6,11,41,23,62,16,57,17,50,27,55,15,41,38,10,8,8,6,17,31,18,27,17,32,26,9,4,4,24,9,23,31,16,38,33,32,4,1,5,6,11,6,20,24,32,39,32,64,29,44,42,26,15,13,20,42,28,33,72,31,7,18,30,16,13,16,14,23,16,18,15,82,33,29,57,73,36,20,18,32,69,9,43,49,40,28,16,49,11,20,35,85,78,80,62,5,29,50,16,43,53,11,9,37,22,34,16,30,13,28,53,42,18,70,66,32,0.00825,0.01207,0.02171,2.71742,2.52297,2.55227,2.43225,2.10851
475,2013,9,WK_9,15,60,72,34,34,58,55,36,27,13,22,16,51,5,9,50,21,67,11,50,13,52,24,46,15,36,35,10,7,6,5,16,25,20,24,15,25,25,7,4,3,16,10,20,27,15,29,29,24,4,1,4,6,10,7,13,22,26,35,27,68,30,39,40,25,14,14,19,35,24,27,76,29,5,12,16,15,12,11,9,21,24,19,16,84,32,29,50,72,37,17,16,42,68,6,49,56,37,24,14,46,8,18,35,80,79,81,51,4,25,50,14,45,52,11,8,34,20,28,13,26,11,22,47,40,19,79,59,24,0.00756,0.01139,0.02108,2.52297,2.55227,2.43225,2.10851,1.94725
476,2013,10,WK_10,12,62,70,28,40,58,48,34,24,10,16,14,44,5,9,48,21,54,14,53,15,44,23,44,17,34,34,8,7,6,3,14,24,19,23,13,26,23,9,4,3,17,9,19,25,12,36,25,23,2,1,4,6,9,6,10,16,22,29,30,64,29,42,45,23,13,11,18,25,20,20,78,29,5,14,20,12,12,8,7,16,20,14,14,85,31,26,49,72,32,21,16,49,64,5,46,45,30,23,14,44,9,14,36,80,80,81,58,4,19,46,14,49,49,11,8,35,20,25,10,12,12,17,52,42,14,72,62,34,0.00792,0.01207,0.02145,2.55227,2.43225,2.10851,1.94725,1.74859
477,2013,11,WK_11,12,58,67,38,38,57,45,34,25,9,15,13,49,3,8,52,20,63,15,45,10,49,22,48,15,34,31,7,6,5,6,13,25,14,22,12,23,22,7,3,3,12,9,20,25,12,27,26,21,2,1,4,5,8,7,9,15,25,33,24,68,28,36,39,22,14,12,19,33,19,22,83,26,5,16,19,12,8,7,7,15,20,14,13,82,31,24,45,65,27,19,18,39,64,7,48,45,36,28,13,42,8,14,33,78,78,80,57,4,17,45,13,40,60,9,7,31,18,19,14,17,9,15,49,41,14,73,60,22,0.00803,0.01193,0.02152,2.43225,2.10851,1.94725,1.74859,1.49713
478,2013,12,WK_12,11,51,64,37,41,54,48,29,20,12,14,13,47,4,6,50,20,57,10,50,14,47,19,40,11,29,25,6,5,6,8,12,22,14,19,12,23,20,7,3,3,12,5,16,20,10,32,22,18,2,1,3,4,9,6,12,14,18,30,27,63,27,33,33,20,10,12,17,25,18,24,70,23,4,15,19,11,8,5,6,15,17,9,12,84,28,26,45,66,26,16,12,39,61,6,50,45,33,22,11,44,8,15,30,76,79,81,56,4,19,41,12,41,56,9,7,35,16,23,14,22,11,14,45,41,9,73,58,16,0.00702,0.0108,0.01993,2.10851,1.94725,1.74859,1.49713,1.32313
479,2013,13,WK_13,9,56,59,32,36,51,53,26,18,5,13,12,44,4,7,36,12,46,13,53,18,44,17,44,11,26,21,6,5,5,6,12,21,9,17,12,19,19,6,3,3,8,9,16,18,11,23,22,20,2,0,3,4,8,6,5,13,18,24,21,61,28,34,36,19,11,10,16,23,18,18,59,17,4,13,19,9,11,6,10,11,17,7,12,77,24,26,41,63,23,22,8,45,60,6,40,38,27,20,7,40,5,10,32,75,75,77,46,3,15,40,10,39,52,10,6,29,16,22,7,10,9,18,50,44,7,65,53,16,0.0059,0.00952,0.01831,1.94725,1.74859,1.49713,1.32313,1.22647
480,2013,14,WK_14,10,56,60,36,37,49,41,24,15,9,12,11,44,4,7,41,13,49,8,48,15,44,17,38,8,24,26,6,4,5,4,11,20,13,17,10,21,17,5,3,3,14,6,14,15,12,19,20,15,2,1,3,4,8,5,9,12,14,24,22,60,25,28,27,17,10,9,13,21,18,18,65,19,5,16,13,10,6,7,5,12,20,12,11,76,24,20,42,65,20,9,11,34,58,4,50,40,26,22,10,36,6,12,31,73,71,74,48,3,18,42,9,44,45,8,6,31,15,18,12,13,9,15,47,34,12,62,53,26,0.00492,0.00828,0.01605,1.74859,1.49713,1.32313,1.22647,1.19614
481,2013,15,WK_15,8,53,66,28,38,47,38,23,14,6,8,9,36,4,6,34,12,52,9,38,8,36,15,38,10,24,22,5,4,4,5,9,18,7,15,8,13,14,4,2,2,5,6,13,14,6,17,18,14,2,1,2,4,6,7,6,8,11,16,18,61,22,23,25,14,7,6,10,16,14,15,74,16,3,10,9,8,4,8,6,10,16,7,8,77,19,26,44,69,18,13,12,29,56,4,44,34,27,22,7,34,6,8,25,70,70,73,44,3,13,34,8,46,47,9,5,25,12,18,7,9,9,17,44,30,7,60,49,16,0.00304,0.00611,0.01284,1.49713,1.32313,1.22647,1.19614,1.19049
482,2013,16,WK_16,8,49,58,32,28,43,32,18,13,3,8,6,32,3,5,32,9,54,5,36,7,32,11,35,6,18,20,4,3,3,4,6,11,6,11,8,13,10,3,1,1,6,3,10,13,9,17,12,13,3,1,2,3,5,7,3,8,7,17,18,53,20,16,16,10,4,4,9,16,12,13,62,13,2,6,7,8,4,7,6,9,18,6,6,74,15,10,39,62,15,9,5,31,51,5,36,42,17,12,5,31,4,6,26,64,66,70,35,2,11,30,7,36,38,8,4,30,13,16,8,12,6,13,41,28,6,52,41,19,0.00191,0.00469,0.01064,1.32313,1.22647,1.19614,1.19049,1.17426
483,2013,17,WK_17,8,46,64,26,26,43,31,21,10,3,7,6,35,2,4,28,9,48,8,41,5,35,10,35,6,21,15,3,3,2,3,6,12,6,10,5,13,8,4,1,1,10,4,11,10,10,15,13,14,3,1,2,3,5,4,3,7,13,14,13,57,20,15,15,8,4,4,6,14,11,10,64,13,1,4,7,8,3,3,5,10,19,8,6,79,16,14,43,70,19,13,6,31,51,4,47,40,20,16,7,32,4,6,26,67,67,70,40,2,14,30,7,43,37,6,4,30,7,10,8,19,6,10,39,30,8,55,45,16,0.00115,0.00366,0.00933,1.22647,1.19614,1.19049,1.17426,1.13342
484,2013,18,WK_18,6,41,62,20,27,42,34,18,11,7,8,4,36,2,5,29,8,42,6,35,4,36,10,31,4,18,15,3,2,2,3,4,11,6,10,7,14,7,2,1,1,7,3,9,11,6,17,14,12,1,1,1,3,4,4,7,8,10,14,11,59,19,11,11,7,3,2,6,13,8,10,71,11,1,6,9,6,3,2,2,7,14,6,5,74,16,11,42,66,13,7,7,32,47,3,39,36,19,15,5,32,3,5,25,64,70,73,44,2,13,29,4,36,40,6,3,28,7,11,11,13,6,8,40,27,6,55,41,19,0.00081,0.00332,0.00876,1.19614,1.19049,1.17426,1.13342,1.14306
485,2013,19,WK_19,5,43,59,26,28,41,35,18,11,5,5,4,31,2,5,33,6,40,4,39,3,31,9,35,8,18,15,3,2,3,3,4,10,3,9,5,12,5,2,1,1,5,2,8,11,6,19,14,13,1,1,1,2,4,3,5,5,5,13,11,58,19,7,6,5,4,3,5,10,8,9,61,10,1,2,4,5,1,5,4,7,12,7,4,73,13,8,42,64,14,4,3,34,47,4,42,35,19,11,5,32,2,4,26,63,67,69,38,1,14,31,4,36,40,5,3,25,7,12,4,3,4,6,36,25,7,48,39,9,0.00055,0.00303,0.00823,1.19049,1.17426,1.13342,1.14306,1.00881
486,2013,20,WK_20,4,36,58,19,30,39,37,16,10,5,8,3,32,2,5,31,8,36,5,37,2,32,10,39,2,16,14,2,2,1,2,3,7,3,10,4,9,5,2,1,1,4,3,7,10,2,14,11,9,1,0,1,2,3,3,5,8,8,6,12,57,17,7,5,5,2,2,4,8,8,6,60,9,1,1,4,4,1,2,2,6,14,2,4,74,14,13,43,60,10,7,3,29,46,2,32,32,15,7,7,29,3,5,26,65,66,70,38,1,8,31,2,32,39,6,2,28,8,8,3,11,5,12,36,26,2,51,40,8,0.00043,0.00287,0.00796,1.17426,1.13342,1.14306,1.00881,1.02358
506,2013,40,WK_40,6,47,65,31,31,41,44,28,15,4,17,5,30,2,3,31,10,49,10,46,4,30,15,37,9,28,20,15,6,4,2,5,13,6,15,10,21,11,4,1,1,11,7,15,15,5,28,16,13,2,1,2,4,4,5,4,17,14,13,13,51,21,13,8,11,3,3,7,11,11,9,78,18,1,4,5,6,2,4,4,8,19,4,4,72,13,10,52,67,24,9,8,27,52,6,29,36,17,12,8,39,4,6,23,64,59,64,37,2,12,33,4,36,37,8,6,32,9,10,3,3,6,11,37,23,4,59,46,8,0.00068,0.00304,0.00861,1.13249,1.21121,1.25682,1.37097,1.42956
507,2013,41,WK_41,7,48,66,27,23,42,44,28,17,9,14,6,30,2,4,41,11,45,15,45,6,30,18,42,9,28,23,17,6,3,2,6,16,7,18,10,24,13,5,1,1,10,4,15,17,7,28,14,18,2,1,2,5,5,2,9,14,9,17,16,53,21,13,9,13,4,4,8,16,13,10,79,15,2,4,13,7,4,3,1,6,15,4,6,75,17,17,46,69,21,11,10,33,55,7,29,32,18,10,8,37,6,10,21,64,58,62,39,2,10,35,4,47,38,9,6,25,11,10,6,4,6,14,34,27,4,56,48,9,0.00071,0.00302,0.0085,1.21121,1.25682,1.37097,1.42956,1.53588
508,2013,42,WK_42,7,46,63,21,27,41,43,29,22,9,17,6,31,3,5,34,8,52,10,50,7,32,18,35,7,29,25,16,6,3,6,6,16,4,18,8,23,12,4,1,1,4,6,14,22,8,24,17,13,3,2,2,4,5,2,9,17,13,17,17,54,20,12,10,12,4,4,8,13,11,7,66,15,2,4,13,7,3,2,3,8,12,8,6,71,21,17,48,71,17,14,13,24,56,5,25,33,19,11,10,35,6,8,22,62,60,63,41,2,10,32,4,47,40,8,6,29,10,11,5,7,6,13,36,28,8,53,51,5,0.00085,0.003,0.00838,1.25682,1.37097,1.42956,1.53588,1.60267
509,2013,43,WK_43,8,45,66,23,27,44,48,32,17,12,15,7,31,3,7,28,13,49,13,45,6,31,19,30,10,32,24,16,7,6,2,7,19,8,19,12,28,13,6,1,1,9,6,18,17,8,34,18,17,2,2,3,5,4,5,12,15,14,13,19,51,23,13,11,13,5,4,9,13,13,9,72,19,2,3,9,8,2,5,3,9,12,11,6,77,22,19,48,67,25,9,11,28,60,10,38,40,19,16,9,40,6,11,22,63,63,68,49,2,14,38,5,45,41,9,7,30,12,9,8,11,8,15,41,28,11,59,51,10,0.00096,0.00313,0.00909,1.37097,1.42956,1.53588,1.60267,1.73267
510,2013,44,WK_44,8,49,64,38,27,46,39,31,20,9,17,7,33,3,6,35,13,50,11,44,6,33,18,45,12,32,24,14,7,5,2,7,19,6,18,12,25,14,7,1,1,5,6,16,20,6,24,19,21,2,1,3,5,5,4,9,17,15,18,20,54,22,15,12,14,5,4,8,17,15,11,69,19,2,3,8,8,4,3,2,9,12,8,6,73,21,16,42,69,26,15,14,25,61,9,44,35,19,10,8,38,6,9,24,63,64,68,50,2,12,40,5,46,45,7,6,37,12,14,8,10,6,12,38,27,8,64,57,11,0.00108,0.00347,0.00936,1.42956,1.53588,1.60267,1.73267,2.09839
511,2013,45,WK_45,8,50,65,35,27,50,50,36,21,13,18,6,37,3,6,37,14,46,11,46,13,37,18,39,8,36,24,12,8,4,4,6,17,7,18,6,24,13,7,1,1,5,4,19,21,7,30,23,17,3,1,3,4,5,5,13,18,16,21,19,55,22,14,11,13,4,4,7,24,15,14,74,20,2,4,10,8,2,4,3,9,17,7,6,75,26,18,44,69,27,16,16,22,61,7,33,34,23,16,7,43,6,11,23,67,69,72,50,2,15,42,5,47,43,9,6,32,14,15,8,5,7,19,36,29,7,62,56,12,0.00129,0.00381,0.00969,1.53588,1.60267,1.73267,2.09839,2.21374
512,2013,46,WK_46,8,53,62,32,31,50,53,35,21,8,15,8,35,4,5,35,12,53,13,52,10,35,17,37,13,35,24,11,8,4,5,8,18,9,17,8,29,13,7,1,1,8,5,19,21,8,24,26,22,3,1,3,5,6,6,8,15,17,19,22,51,24,15,12,13,7,7,9,23,16,14,67,18,2,4,12,8,7,4,3,10,17,5,7,77,22,16,40,68,29,22,14,19,63,8,35,37,23,21,7,45,7,11,27,67,71,73,51,2,15,42,5,47,44,9,6,31,12,16,9,7,7,14,50,31,5,63,61,10,0.00144,0.00385,0.00978,1.60267,1.73267,2.09839,2.21374,2.41674
513,2013,47,WK_47,9,53,64,34,28,51,51,33,18,14,17,9,39,3,6,41,10,48,13,48,11,39,19,32,10,33,27,10,7,6,4,9,18,9,19,13,28,14,6,2,1,17,8,19,18,10,22,27,15,3,1,3,5,5,6,14,17,13,20,21,54,23,16,11,14,6,6,9,17,18,17,73,19,3,5,11,9,5,6,4,10,19,11,8,74,26,28,42,70,31,24,18,28,66,9,38,38,25,14,9,44,7,11,25,64,69,74,55,2,13,41,5,43,52,8,6,33,14,17,10,11,8,19,40,36,11,61,66,9,0.00204,0.0047,0.01086,1.73267,2.09839,2.21374,2.41674,3.03071
514,2013,48,WK_48,8,48,51,27,30,45,52,33,23,4,14,10,34,4,7,39,10,43,11,54,12,35,16,40,14,33,23,9,5,4,4,10,17,8,16,10,23,14,5,2,2,13,6,14,23,9,26,28,23,2,1,3,4,4,3,4,14,20,23,18,48,28,16,15,14,11,11,13,21,17,17,63,16,2,4,9,8,5,7,4,9,10,6,12,61,20,21,31,52,26,25,16,26,58,6,43,41,27,18,8,41,6,10,23,60,65,67,50,2,12,43,5,60,47,8,5,28,16,21,9,14,5,11,54,32,6,53,56,7,0.00258,0.0056,0.01224,2.09839,2.21374,2.41674,3.03071,4.38724
515,2013,49,WK_49,12,53,64,30,40,57,54,38,26,10,19,11,42,4,7,46,16,48,15,56,14,42,19,43,12,38,28,12,6,3,5,11,24,9,19,12,34,17,6,3,3,15,6,23,26,7,32,31,25,3,1,3,5,6,6,10,19,23,26,24,55,26,22,18,17,9,10,15,24,18,18,81,24,4,7,12,12,7,6,7,11,24,17,11,71,33,29,39,66,28,30,22,24,66,10,53,48,33,22,11,47,9,14,25,67,71,74,57,3,15,50,7,40,57,9,7,33,19,24,10,17,10,18,46,30,17,69,63,13,0.00365,0.00642,0.01326,2.21374,2.41674,3.03071,4.38724,4.2112
516,2013,50,WK_50,13,53,66,33,38,55,59,38,25,13,18,14,44,4,7,45,18,47,17,48,16,44,20,41,13,38,29,10,8,4,7,14,23,11,20,14,28,18,8,4,3,8,6,25,25,10,30,33,29,3,1,3,6,6,6,13,18,25,25,22,58,27,23,19,18,13,13,15,27,20,26,80,26,6,14,10,13,7,8,5,11,20,18,14,72,26,24,43,63,38,33,19,46,69,9,43,41,37,31,9,47,9,16,22,65,68,72,54,3,17,52,6,50,53,9,7,29,19,28,9,9,10,24,40,36,18,67,66,18,0.00492,0.00794,0.01468,2.41674,3.03071,4.38724,4.2112,3.46492
517,2013,51,WK_51,21,52,60,39,61,61,63,45,30,16,28,25,56,7,13,51,20,67,17,54,33,56,32,57,17,45,41,13,8,5,14,24,34,20,32,16,40,30,10,6,5,13,11,30,30,19,54,47,34,4,1,5,8,9,6,16,28,35,42,34,72,40,39,32,30,24,24,28,45,30,37,61,34,12,18,19,21,15,14,16,19,32,35,24,71,41,47,46,60,42,52,31,49,72,15,57,73,43,39,13,48,13,19,27,68,76,77,55,4,22,58,8,41,62,11,9,37,28,40,15,21,12,28,51,37,35,67,69,15,0.00989,0.01363,0.02138,3.03071,4.38724,4.2112,3.46492,3.31698
518,2013,52,WK_52,32,71,56,39,89,72,89,57,50,18,39,46,85,8,14,75,27,67,22,77,54,85,43,75,29,57,52,21,7,8,37,46,48,31,43,33,50,51,9,12,10,25,14,42,50,20,55,71,66,5,3,7,9,13,7,18,39,55,71,49,81,59,58,52,51,42,40,45,71,45,43,50,43,19,25,23,32,26,23,23,28,29,52,41,60,47,42,46,56,53,70,47,72,80,19,87,87,69,54,17,60,15,23,28,73,79,79,69,6,30,72,12,48,69,16,13,35,38,50,26,24,17,31,56,46,52,84,82,29,0.01735,0.02265,0.03314,4.38724,4.2112,3.46492,3.31698,3.2407
519,2014,1,WK_1,35,81,66,40,78,81,93,71,55,32,46,39,74,10,20,73,38,74,28,91,48,74,49,82,28,71,56,24,7,12,33,39,58,33,49,36,56,54,7,10,9,26,18,51,55,29,63,83,62,10,2,9,10,14,13,32,46,66,67,61,78,49,66,61,54,38,39,47,64,59,63,69,53,18,26,31,35,22,26,17,42,32,46,38,78,60,56,54,63,63,85,59,78,93,19,92,87,83,63,27,66,21,30,34,88,78,79,83,8,48,83,15,51,77,19,16,43,48,61,27,36,18,36,58,54,46,90,92,30,0.01705,0.02153,0.03163,4.2112,3.46492,3.31698,3.2407,2.88598
520,2014,2,WK_2,38,91,75,36,54,79,90,74,59,29,47,33,61,10,17,66,38,59,35,78,46,61,47,68,33,74,60,31,10,23,27,33,56,35,47,36,55,54,10,10,8,15,18,46,59,30,60,59,48,12,4,10,14,14,13,29,47,53,53,66,71,44,62,59,54,31,32,43,51,43,45,91,59,15,20,33,38,22,27,22,41,39,51,33,85,56,47,57,71,63,58,40,58,98,29,75,72,62,44,25,63,23,36,31,83,70,73,76,9,44,80,17,54,73,19,18,45,41,53,25,26,19,19,62,43,51,82,91,31,0.01463,0.01797,0.02645,3.46492,3.31698,3.2407,2.88598,2.62172
521,2014,3,WK_3,38,77,77,39,46,66,63,62,49,26,41,33,61,7,13,71,38,70,37,70,59,61,47,58,34,62,63,26,11,22,23,33,58,31,47,39,60,51,11,10,8,26,23,41,49,25,52,58,43,10,2,10,13,14,11,26,41,48,54,63,76,41,59,56,51,32,30,42,52,46,53,82,58,15,21,37,38,20,28,18,37,44,44,34,87,46,47,62,82,52,43,34,55,87,23,80,62,53,50,24,53,25,45,27,77,71,74,62,8,46,69,17,52,72,22,17,41,41,53,31,37,22,42,52,41,44,77,80,40,0.01446,0.01809,0.02727,3.31698,3.2407,2.88598,2.62172,2.34067
522,2014,4,WK_4,36,68,77,42,49,63,67,59,52,20,44,27,63,7,12,60,33,66,33,66,41,63,43,61,36,59,50,21,10,17,20,27,55,28,43,28,54,42,10,8,7,24,20,37,52,27,52,55,44,8,2,8,12,12,8,20,44,43,51,52,70,38,56,50,42,24,26,35,45,41,36,82,46,14,21,36,36,22,20,16,36,28,41,27,84,49,49,60,75,47,44,39,53,82,19,75,64,58,47,17,54,23,41,29,79,71,75,62,8,44,70,17,51,62,19,15,37,38,45,24,27,15,32,52,38,41,73,72,34,0.0137,0.01746,0.02657,3.2407,2.88598,2.62172,2.34067,2.12059
523,2014,5,WK_5,27,70,75,44,46,60,65,56,48,25,36,23,55,6,10,59,27,57,23,68,29,56,34,60,22,56,45,16,7,12,15,23,40,21,34,26,47,34,8,6,5,22,9,30,48,20,49,44,37,7,2,7,13,11,8,26,36,37,39,43,65,35,41,42,34,22,24,29,32,29,30,88,41,10,11,29,27,15,13,14,31,30,27,23,84,41,40,58,77,53,25,25,54,80,23,74,56,47,30,18,51,18,31,32,80,73,79,63,6,35,66,13,47,65,16,12,41,30,38,19,22,14,26,53,35,27,73,70,30,0.01161,0.01511,0.02423,2.88598,2.62172,2.34067,2.12059,1.91094
524,2014,6,WK_6,23,65,71,40,40,57,58,49,39,14,32,18,49,6,10,47,22,59,23,64,26,50,30,50,17,49,46,13,5,9,9,18,34,17,30,20,38,27,5,5,4,19,10,26,39,20,49,33,33,4,1,5,8,8,6,14,32,20,34,35,61,32,36,36,27,20,16,24,31,30,30,82,34,9,10,18,23,14,14,12,24,21,27,19,86,30,26,51,72,42,22,20,37,73,12,40,46,31,25,16,47,13,22,28,76,75,79,58,5,26,59,10,48,58,12,9,34,26,33,16,21,9,17,40,33,27,70,64,28,0.0091,0.01241,0.02046,2.62172,2.34067,2.12059,1.91094,1.9023
525,2014,7,WK_7,20,58,67,36,39,54,56,42,31,16,29,15,47,4,7,54,18,59,17,62,20,47,25,52,19,42,38,10,4,8,7,15,29,13,25,10,33,22,5,3,3,12,8,22,31,17,33,31,28,3,1,4,7,7,6,16,29,26,33,25,55,30,31,28,22,15,14,17,26,22,27,72,24,6,8,20,20,12,12,10,19,24,17,15,82,29,27,48,70,38,19,18,35,69,10,61,42,32,18,12,42,10,16,30,77,75,78,51,4,24,57,8,38,49,10,7,30,18,28,15,12,9,22,42,34,17,62,63,25,0.0072,0.01021,0.01818,2.34067,2.12059,1.91094,1.9023,1.76619
526,2014,8,WK_8,16,58,66,31,40,55,52,40,31,14,22,14,47,4,8,47,17,61,13,61,19,47,24,49,12,40,36,9,4,7,7,14,23,16,24,13,29,19,4,3,3,15,9,21,31,16,31,25,29,3,1,4,5,7,4,14,22,18,33,27,58,28,25,22,19,13,12,17,27,26,20,70,27,6,9,14,16,9,9,7,19,20,19,13,81,26,21,49,72,28,15,17,31,68,9,42,48,31,18,11,41,8,13,33,80,77,80,53,3,18,55,7,48,52,10,7,30,18,20,9,7,9,17,43,29,19,64,61,27,0.00566,0.00845,0.01564,2.12059,1.91094,1.9023,1.76619,1.85791
527,2014,9,WK_9,14,61,71,32,32,53,53,36,25,11,18,12,44,4,7,52,15,51,16,54,9,44,21,46,9,36,26,7,4,7,8,12,24,11,21,12,33,16,4,3,2,12,8,21,25,11,37,23,23,4,2,3,5,6,4,11,18,20,22,24,55,27,22,20,16,10,9,12,21,16,19,72,20,5,9,7,14,6,8,7,13,23,12,11,84,27,24,53,74,26,17,14,42,67,7,40,41,23,17,11,42,8,11,34,80,77,81,51,3,20,56,7,45,48,10,6,35,17,21,10,13,8,17,40,28,12,66,60,14,0.00434,0.00686,0.01375,1.91094,1.9023,1.76619,1.85791,1.82094
528,2014,10,WK_10,11,56,64,28,32,50,53,34,23,6,14,10,42,4,7,42,16,59,13,51,14,42,16,44,9,34,27,6,3,3,6,10,16,11,16,11,21,14,4,2,2,11,7,18,23,11,36,21,20,3,1,3,4,5,5,6,14,15,20,18,54,26,18,16,14,9,7,11,23,16,17,70,20,4,5,15,11,7,9,7,13,15,11,10,78,24,22,48,71,26,18,13,37,63,7,44,41,26,14,8,39,7,11,32,76,76,81,44,3,18,51,6,47,47,9,5,33,12,15,7,10,8,15,41,31,11,65,57,18,0.00374,0.00624,0.01319,1.9023,1.76619,1.85791,1.82094,1.83453
529,2014,11,WK_11,11,59,63,32,35,48,52,32,23,10,12,10,45,4,6,38,13,58,8,52,8,45,18,41,8,32,26,7,2,5,5,10,19,9,18,13,21,14,3,2,2,12,5,16,23,9,30,23,18,2,0,3,4,5,2,10,12,18,26,24,58,26,20,16,14,9,9,14,26,15,16,70,17,2,8,8,11,6,7,4,13,19,9,11,81,21,18,49,68,21,19,14,35,61,5,48,42,24,18,8,39,6,10,35,77,80,84,47,2,16,49,5,47,41,7,5,39,14,17,9,12,8,19,35,24,9,55,53,12,0.00347,0.00611,0.0119,1.76619,1.85791,1.82094,1.83453,1.75446
530,2014,12,WK_12,9,62,62,45,30,51,49,28,19,6,12,9,40,4,5,38,13,50,12,54,9,40,17,49,9,28,27,6,2,3,5,9,15,7,17,9,20,13,3,2,2,10,5,17,19,11,31,22,22,3,1,2,4,5,3,6,12,21,21,21,59,26,17,14,13,9,7,8,24,13,17,71,16,3,7,10,9,5,10,6,12,14,10,8,80,22,14,43,70,23,7,10,34,61,5,56,47,27,18,6,36,7,10,32,74,77,82,50,2,15,48,5,40,50,9,5,38,13,16,6,8,7,13,32,30,10,63,54,17,0.00307,0.00558,0.01132,1.85791,1.82094,1.83453,1.75446,1.51636
531,2014,13,WK_13,10,69,65,37,35,51,46,27,18,4,12,9,42,3,7,44,15,53,9,49,11,42,15,41,12,27,24,7,3,4,4,9,14,9,15,9,20,14,3,2,2,7,4,18,18,15,30,20,20,2,1,2,4,5,4,4,12,15,17,20,57,26,19,13,14,8,8,10,17,17,13,74,18,3,9,12,10,5,6,5,11,24,9,9,80,23,20,48,72,23,14,13,51,60,9,49,42,18,16,8,40,6,9,31,76,78,85,48,2,14,47,5,45,47,9,5,33,16,16,8,12,6,9,38,28,9,67,50,11,0.00322,0.00571,0.01141,1.82094,1.83453,1.75446,1.51636,1.40334
532,2014,14,WK_14,11,64,63,33,28,51,42,26,17,7,12,9,47,3,6,42,12,46,11,46,10,47,18,45,7,26,22,6,2,3,4,9,15,9,18,10,21,13,3,2,2,10,5,16,17,11,31,20,16,2,0,2,3,4,4,7,12,20,22,16,62,25,19,14,13,8,8,10,24,15,15,71,20,3,7,7,11,6,7,7,11,15,10,10,81,21,16,49,73,23,18,14,34,59,5,55,45,23,16,8,37,5,8,25,70,78,83,49,2,14,42,5,42,42,9,5,37,13,13,9,9,5,15,36,24,10,65,50,17,0.00348,0.00612,0.01172,1.83453,1.75446,1.51636,1.40334,1.2593
533,2014,15,WK_15,11,58,63,37,32,51,43,24,18,6,9,9,47,3,5,42,11,48,9,44,9,47,14,40,8,24,25,5,2,1,6,9,15,8,14,7,19,12,2,2,2,11,5,14,18,7,14,17,10,2,0,2,4,5,2,6,9,20,20,19,59,26,17,15,12,7,6,9,19,18,17,69,16,3,11,11,11,6,6,6,13,22,9,8,80,21,21,47,72,16,8,10,47,58,6,53,45,18,11,9,35,5,8,25,71,77,84,48,2,17,41,4,36,46,7,4,34,12,17,5,5,7,11,33,26,9,65,47,13,0.00297,0.00554,0.01094,1.75446,1.51636,1.40334,1.2593,1.32482
